"artist","bdp","bdp_s","beg","beg_s","bsp","bsp_s","cdp","cdp_s","csp","csp_s","ddp","ddp_s","dsp","dsp_s","edp","edp_s","esp","esp_s","konami_id","sa4_id","title"
"Last Note. feat. GUMI","4","0","1","0","4","0","-1","0","-1","0","10","0","10","0","14","0","14","0","IQ0ID09qD6O1oOdIq0oilI8I8l9DlP9b","595","セツナトリップ"
"cosMo＠暴走P feat.GUMI","7","0","4","0","7","0","16","0","16","0","10","0","10","0","13","0","13","0","D08qoOdPd8iOO916bOPIIIdqPP6O00iP","596","ラクガキスト"
"cosMo＠暴走P","7","0","2","0","7","0","17","0","18","0","12","0","11","0","15","0","15","0","160Oo1q8DolI6068lQi66OQbQ9Q8ODQI","597","バンブーソード・ガール"
"Last Note.","7","0","3","0","6","0","-1","0","-1","0","9","0","9","0","13","0","12","0","QlID98Ddoi6O8lP8IQd6iid610011l60","598","幻想系世界修復少女"
"iconoclasm feat.GUMI","8","0","3","0","8","0","17","0","17","0","12","0","12","0","16","0","16","0","1I9ODbQ81qi1006QoQI6d6dbd9iiPD9O","599","Idola"
"流星トラップボーイズ","6","0","3","0","6","0","-1","0","-1","0","10","0","9","0","14","0","14","0","QoId0biOD18610ii0DDP61QqOl6qq86q","600","ドキドキ☆流星トラップガール!!"
"colate","8","0","3","0","7","0","-1","0","-1","0","11","0","10","0","15","0","14","0","qPPbDIqol6d06iD6dIdid6QQ9oPq9IDo","601","Strobe&#9825;Girl"
"Spacelectro","6","0","2","0","6","0","-1","0","-1","0","10","0","9","0","14","0","14","0","d1bQ1iIb0I1PoPOQqliIo9PiQQb1119d","602","second spring storm"
"Tommie Sunshine","5","0","2","0","5","0","-1","0","-1","0","8","0","8","0","11","0","11","0","oQQqlb666o69DDOQoboOI1b1q09lQ9P6","603","Party Lights (Tommie Sunshine's Brooklyn Fire Remix)"
"DJ YOSHITAKA feat.Michaela Thurlow","7","0","4","0","6","0","-1","0","-1","0","10","0","9","0","13","0","12","0","d1PbOD8o6b6o1OqOQ98ilDQbid6dddQd","604","SUPER HERO"
"Wendy Parr","6","0","3","0","5","0","-1","0","-1","0","11","0","10","0","13","0","13","0","890q91iIbO96OOD10Qlob6qOObQoq1bd","605","Habibe (Antuh muhleke)"
"ピラミッ℃","7","0","4","0","7","0","-1","0","-1","0","11","0","11","0","15","0","15","0","d91lIllbboPd668QP88I06Q6QqooQiO1","606","Cleopatrysm"
"昇天家族","8","0","4","0","8","0","-1","0","-1","0","12","0","12","0","15","0","15","0","ilD80b8QQl9Qo0PP0lQ00b8bO9Oqoobo","607","御千手メディテーション"
"くふおー","7","0","3","0","7","0","-1","0","-1","0","11","0","11","0","15","0","16","0","Qq8bbbqO6qQ1DPODd16oi1QDQoQ9b8DO","608","KHAMEN BREAK"
"HHH×MM×ST","5","0","2","0","5","0","-1","0","-1","0","8","0","8","0","12","0","11","0","ObI1oo6QlO981880DDDOlo8bQobI0I9P","609","Follow Tomorrow"
"VENUS","5","0","3","0","5","0","-1","0","-1","0","8","0","9","0","12","0","12","0","I0Ql0Di1qD6i0Qq1ql0qPb19q0IQ6iO9","610","FUJIMORI -祭- FESTIVAL"
"DJ TOTTO","6","0","3","0","6","0","-1","0","-1","0","9","0","10","0","13","0","14","0","IQ6I61i1b0Ob01QiQlld8o09iIQPoPOl","611","Adularia"
"U1 overground","7","0","3","0","7","0","-1","0","-1","0","11","0","11","0","15","0","15","0","iI96000Ib9DlIOPlDQIO00oDiO9DbPI0","612","Nostalgia Is Lost"
"DJ YOSHITAKA","8","0","4","0","8","0","17","0","17","0","12","0","12","0","15","0","15","0","dDQqqIQlDQ9POd90OPl9Dd1i106odDl0","613","JOMANDA"
"金獅子","8","0","4","0","8","0","18","0","18","0","12","0","12","0","16","0","16","0","Pi69o0idP1obO9QDqIDbPdqlb90q8Dq8","614","嘆きの樹"
"DJ Mass MAD Izm*","7","0","3","0","7","0","-1","0","-1","0","12","0","11","0","15","0","15","0","6dO6i9qq601D8ild9QIlbO8bodbiQ1Pl","615","灼熱Beach Side Bunny"
"U1 ミライダガッキ連と矢印連","9","0","5","0","9","0","-1","0","-1","0","13","0","12","0","15","0","14","0","1d9lDIl6iiiD0D0d8qd6dlDlq6P8o0QI","616","阿波おどり -Awaodori- やっぱり踊りはやめられない"
"Lucky Vacuum","7","0","2","0","7","0","-1","0","-1","0","12","0","11","0","15","0","15","0","9DI8iOP0660lb968I6Oiiid6DQ68IbOO","617","SPECIAL SUMMER CAMPAIGN!"
"Ryu☆","7","0","3","0","7","0","-1","0","-1","0","11","0","11","0","14","0","15","0","l666Dd0bIO9O69boPd898b19bPDo1IdO","618","starmine"
"TOMOSUKE feat. Adreana","5","0","2","0","4","0","12","0","12","0","6","0","6","0","9","0","9","0","89ooi0i98Qlq9PloIl1b190DIo8Do16l","619","Dreamin&rsquo;"
"DJ Yoshitaka feat.Robert ""RAab"" Stevenson","5","0","2","0","4","0","12","0","12","0","7","0","7","0","10","0","10","0","90D66ObIiqP09oqoDoq6b908b699oqqi","620","The Lonely Streets"
"D-crew with Melissa Petty","5","0","2","0","5","0","13","0","12","0","9","0","8","0","11","0","10","0","OQb96d6qD9bPdD819QO0b88blIllldoi","621","One Sided Love"
"DKC Crew","5","0","2","0","5","0","12","0","13","0","8","0","7","0","11","0","11","0","QbI1i8Q8o06qQQIqllQ6091l998D0qIi","622","Dance Partay"
"VENUS","5","0","3","0","5","0","-1","0","-1","0","9","0","9","0","13","0","12","0","IPDid8ii1iQb19lb6iqOi91O0il018Ql","623","Thank You Merry Christmas"
"TAG","7","0","3","0","7","0","-1","0","-1","0","11","0","11","0","14","0","14","0","bb9lOdO0Pbb1qOIb1oQq8lPlI9i6IP8q","624","Starlight Fantasia"
"PON","7","0","3","0","7","0","-1","0","-1","0","12","0","12","0","15","0","15","0","li0IboIqq8qddDP0Oi1Q9i8OPoD88IQl","625","Electronic or Treat!"
"U1 overground","8","0","4","0","8","0","-1","0","-1","0","12","0","12","0","15","0","15","0","oQolO9oOO01ll0I8969i8O1IQliloDqP","626","エンドルフィン"
"松下feat.Sota & wac","5","0","3","0","5","0","-1","0","-1","0","8","0","8","0","11","0","11","0","DPo0bi8Dibli118P6D981oQIPPQI01lo","627","Go&darr;Go&uarr;Girls&amp;Boys!"
"Ryu☆","8","0","4","0","8","0","-1","0","-1","0","11","0","11","0","14","0","14","0","6oI9d9lO6Q0iDD8dIIO08qIODiqiIqDl","628","Plan 8"
"工藤吉三（ベイシスケイプ）","6","0","3","0","7","0","-1","0","-1","0","9","0","10","0","12","0","13","0","q6iD8idqo69qIPl00IQidoq1o1o1d1b9","629","クリムゾンゲイト"
"兎々","7","0","3","0","8","0","-1","0","-1","0","12","0","12","0","16","0","16","0","P0IoP69l6q08q8DoPD1Q8bqq099Pi1iP","630","海神"
"P*Light","6","0","3","0","6","0","-1","0","-1","0","10","0","10","0","14","0","14","0","9i6dOd608qb0IlqoDIPb8q1o8q1ddQQd","631","FUNKY SUMMER BEACH"
"ZERO+ZIBA","9","0","5","0","9","0","-1","0","-1","0","12","0","12","0","16","0","15","0","qo6l9dbb8D0iDQI1odo0Qb9O1ibDdoIb","632","Remain"
"Akhuta","8","0","3","0","8","0","-1","0","-1","0","11","0","11","0","16","0","16","0","bilO9D91P1lo81oIDP6qOoqdDdQdoDlP","633","Truare!"
"TAG underground","9","0","3","0","9","0","-1","0","-1","0","12","0","12","0","16","0","16","0","o1Od8IPqddIP0oIPod81PDodPo1qo88o","634","POSSESSION(EDP Live Mix)"
"猫叉Master+","8","0","6","0","8","0","-1","0","-1","0","12","0","12","0","16","0","16","0","1iQIIPdQQOOlP9l90oPdIi60D9OOlqoQ","635","chaos eater"
"96","7","0","3","0","7","0","-1","0","-1","0","12","0","12","0","15","0","14","0","9iOoPoQ998qD66DoOOOqD9oDQD88P8I0","636","Samurai Shogun vs. Master Ninja"
"肥塚良彦","7","0","3","0","7","0","-1","0","-1","0","12","0","12","0","16","0","15","0","QiQi666Qd9I6d1899iii80PdQdDlO1i1","637","Sand Blow"
"Sota F.","9","0","4","0","9","0","-1","0","-1","0","12","0","12","0","15","0","15","0","9dD6dlq01qd80loD6OOQb60ql6P6068O","638","Destination"
"DJ ミラクル☆ストーン","9","0","6","0","10","0","-1","0","-1","0","13","0","13","0","16","0","16","0","ol6IDd019O0qq8dblPQ96ol1oPbI990b","639","HAPPY☆LUCKY☆YEAPPY"
"U1 High-Speed","10","0","9","0","10","0","19","0","19","0","14","0","13","0","17","0","18","0","9i0q91lPPiO61b9P891O1i86iOP1I08O","640","EGOISM 440"
"2MB","11","0","5","0","12","0","18","0","18","0","13","0","14","0","16","0","16","0","89I0ooQbbI1I6O1iq861PQQqIo9iO86b","641","MAX.(period)"
"日向美ビタースイーツ♪","7","0","4","0","7","0","-1","0","-1","0","10","0","10","0","13","0","13","0","i91q8l0bbi8qll000ob6qDiQP891iiql","642","乙女繚乱 舞い咲き誇れ"
"日向美ビタースイーツ♪","6","0","4","0","6","0","-1","0","-1","0","9","0","9","0","12","0","12","0","Qq6D900bD60PddqqbdQb96Pd60918100","643","滅亡天使 &dagger; にこきゅっぴん"
"ここなつ","4","0","2","0","4","0","-1","0","-1","0","7","0","7","0","11","0","10","0","811o6o1QPP0lPiolI1ObiD99l08o1dQl","644","ミライプリズム"
"TAG (Realtime Remix by U1)","8","0","4","0","8","0","-1","0","-1","0","11","0","11","0","14","0","13","0","qObI8DOldoqob8OQD6Dqdiob0dIb0ll9","645","HEART BEAT FORMULA (Vinyl Mix)"
"underground & overground","9","0","5","0","9","0","-1","0","-1","0","12","0","13","0","16","0","17","0","D8q1ObblD0i6liQ0OD6OdD0qIo9oPldb","646","PRANA＋REVOLUTIONARY ADDICT (U1 DJ Mix)"
"U1 overground feat.TAG","8","0","3","0","8","0","-1","0","-1","0","12","0","12","0","15","0","15","0","1QqObIQPDOq6bI6iOqDiiI66oDQQidlb","647","Starlight Fantasia (Endorphins Mix)"
"TAG underground overlay","12","0","8","0","12","0","19","0","19","0","15","0","15","0","18","0","18","0","6bid6d9qPQ80DOqiidQQ891o6Od8801l","648","Over The &ldquo;Period&rdquo;"
"かめりあ","5","0","2","0","5","0","-1","0","-1","0","10","0","9","0","13","0","13","0","918oPDQDoPlD1OlqlqQI08I6dD9iqoil","649","朝色の紙飛行機"
"Ryu☆ feat.MAYU","6","0","2","0","6","0","-1","0","-1","0","8","0","8","0","13","0","13","0","o96i9P9iO9o0DdbPb9bbQ66DqDq88Db1","650","M.A.Y.U."
"Sota Fujimori","6","0","3","0","6","0","-1","0","-1","0","9","0","9","0","12","0","13","0","0Ib6qIb0iPOoQqqDIl90dP0PI0o9QlDd","651","女言葉の消失"
"柊木りお featured by TAG","6","0","3","0","5","0","16","0","16","0","10","0","10","0","13","0","13","0","lQ1QDdooiOO9QPo8q91iD1IqI8Po9ODl","652","AWAKE"
"REDALiCE feat. Ayumi Nomiya","5","0","2","0","5","0","-1","0","-1","0","9","0","9","0","12","0","12","0","oQ1PPlOd8Ilb8I1I6biqO0lQPIoOldP1","653","Scarlet Moon"
"Masayoshi Minoshima(ALR)","5","0","4","0","6","0","-1","0","-1","0","10","0","10","0","12","0","13","0","1idIoi66ll806D8ddldOQi8bdiDO0Oil","654","Struggle"
"P*Light feat. mow*2","6","0","4","0","6","0","-1","0","-1","0","10","0","10","0","13","0","13","0","DoQi6oPoD9DlO0898oo0ol0qoo6891Db","655","ホメ猫☆センセーション"
"DJ TOTTO feat.3L","7","0","4","0","7","0","-1","0","-1","0","12","0","11","0","15","0","14","0","06O0ObdQobq86lPDo6P18dQ1QPdilIQO","656","妖隠し -あやかしかくし-"
"日向美ビタースイーツ♪ & ここなつ","6","0","3","0","6","0","-1","0","-1","0","9","0","9","0","12","0","12","0","iQP6PI8oDQi1OPQObDQO1IIP9I8i0I1o","657","チョコレートスマイル"
"DJ TOTTO","6","0","4","0","6","0","-1","0","-1","0","10","0","10","0","13","0","13","0","1qdb8P8il9li6DOdPolq9d0d9Q6898oi","658","ビビットストリーム"
"山本椛 (monotone)","7","0","4","0","7","0","-1","0","-1","0","11","0","11","0","14","0","14","0","q1qI0QibDDP6oPdl8DlIlPo80DqDd66P","659","突撃！ガラスのニーソ姫！"
"ARM feat. ななひら","7","0","4","0","7","0","-1","0","-1","0","10","0","11","0","12","0","13","0","lO8O011qIqioPDi9d0oib09DDDPIbqOI","660","爆なな☆てすとロイヤー"
"U1 overground","10","0","7","0","10","0","-1","0","-1","0","13","0","13","0","17","0","17","0","QoODOoqDli0bOoqqDo8ODo1lDI9llblo","661","ドーパミン"
"96 & Sota ft. Mayumi Morinaga","5","0","3","0","5","0","-1","0","-1","0","9","0","9","0","12","0","11","0","o1dbD61Qi98O60liQQ91d8O16I86dqDd","662","In The Breeze"
"Lazy U1 ft. Fraz & Chalk E","7","0","2","0","7","0","13","0","11","0","10","0","10","0","13","0","13","0","loD6oi96869O8ilii1QPOPDoP91l1PQQ","663","Summer fantasy (Darwin remix)"
"Ryu☆","7","0","4","0","7","0","-1","0","-1","0","11","0","11","0","14","0","14","0","QQd9l19POblQdPdd61OD808DQ1qOQ9dl","664","Sakura Mirage"
"S-C-U × U1 overground","7","0","4","0","7","0","-1","0","-1","0","12","0","12","0","15","0","15","0","D68PQib86POo9D6O8Q0qO8bD6bDb1bdl","665","天空の華"
"kors k","7","0","4","0","7","0","-1","0","-1","0","11","0","10","0","14","0","14","0","Dd98lDdo8Ob698d9qbO9iD0PqO19oQbI","666","8000000"
"ヒゲドライバー join. shully & Nimo","6","0","3","0","5","0","-1","0","-1","0","8","0","10","0","13","0","13","0","668Q8qQdqoIQQiIQOilDqd8lDOOQ8bDQ","667","パ&rarr;ピ&rarr;プ&rarr;Yeah!"
"猫叉王子 feat. TAG","6","0","3","0","7","0","-1","0","-1","0","11","0","10","0","15","0","14","0","iIPq9q8PQDDObo610oQoi0ob96PDi8li","668","夏色DIARY -DDR mix-"
"柊木りお featured by TAG","6","0","2","0","6","0","-1","0","-1","0","9","0","10","0","13","0","13","0","o9Ib8bob6b9qIDq1d09bq8q1I06Odi90","669","TSUBASA"
"日向美ビタースイーツ♪","3","0","2","0","5","0","13","0","14","0","9","0","9","0","12","0","11","0","Po09DbIQ9QPoboQi0900lbbOqDoPbIod","670","neko＊neko"
"日向美ビタースイーツ♪","5","0","3","0","6","0","-1","0","-1","0","10","0","9","0","12","0","13","0","Pd1d96Q91oiboqb86DdddD68dbq81Pdo","671","激アツ☆マジヤバ☆チアガール"
"A応P","6","0","4","0","7","0","-1","0","-1","0","10","0","10","0","12","0","12","0","6doo1dQ16Ol86oIbQ19PPldI8lIbP0OI","672","はなまるぴっぴはよいこだけ"
"日向美ビタースイーツ♪","7","0","4","0","8","0","-1","0","-1","0","11","0","11","0","13","0","13","0","OoQoQIP06Doq1d88dDQQdlQ8i68Do9DO","673","漆黒のスペシャルプリンセスサンデー"
"日向美ビタースイーツ♪","7","0","2","0","6","0","-1","0","-1","0","10","0","10","0","13","0","13","0","91dD6iqPO066do99169POPbQPbo9o6oq","674","地方創生☆チクワクティクス"
"かめりあ feat. ななひら","4","0","3","0","5","0","-1","0","-1","0","8","0","8","0","11","0","12","0","61oIP0QIlO90d18ObDP1Dii6PoIQoOD8","675","イーディーエム・ジャンパーズ"
"uno(IOSYS)","5","0","1","0","4","0","-1","0","-1","0","11","0","10","0","13","0","13","0","Q96Qo0qbQ81odQoqPOOQ98oDbo6Pb1IO","676","チルノのパーフェクトさんすう教室 (EDM REMIX)"
"ビートまりお(COOL&CREATE)","7","0","1","0","7","0","17","0","16","0","11","0","11","0","15","0","15","0","liq91ddlPQ16iooqDDQ86qlodIO10Qb1","677","ナイト・オブ・ナイツ"
"ARM(IOSYS)","6","0","3","0","6","0","-1","0","-1","0","10","0","9","0","12","0","12","0","PloPqd6Q19Q990dl16I0Qi06i0l8o168","678","魔理沙は大変なものを盗んでいきました"
"Alstroemeria Records","5","0","3","0","5","0","-1","0","-1","0","9","0","8","0","11","0","12","0","8Q8dP1odl1D9lIbiIO86OPPIoq6qPP1l","679","Bad Apple!! feat. nomico"
"SOUND HOLIC feat. Nana Takahashi","5","0","3","0","6","0","-1","0","-1","0","10","0","9","0","13","0","12","0","I90bd6obO890P0d1iiPD0dol8o8QloQD","680","Grip &amp; Break down !!"
"ビートまりお(COOL&CREATE)","6","0","4","0","5","0","-1","0","-1","0","9","0","9","0","12","0","12","0","9dDOQo8bQ6blDdd989l1QIO8liDq9O0q","681","Help me, ERINNNNNN!!"
"Starving Trancer feat. Mayumi Morinaga","5","0","3","0","5","0","-1","0","-1","0","10","0","9","0","12","0","12","0","0Ob1601118Dii9Qdii9lPbioPP6qoi1I","682","The Night Away (MK Remix)"
"松下feat.Sota & wac","5","0","3","0","5","0","-1","0","-1","0","10","0","8","0","11","0","11","0","QIDd80o0OqobODP00ldQ1D9dl81qQi0d","683","きゅん&times;きゅんばっきゅん☆LOVE"
"東雲夏陽(from ここなつ)","4","0","3","0","4","0","-1","0","-1","0","9","0","9","0","11","0","12","0","1P9bqO00bIQ0q8d1Q80l0Dq8oi6boqb0","684","さよならトリップ 〜夏陽 EDM edition〜"
"Zodiac Fall","6","0","3","0","6","0","-1","0","-1","0","10","0","10","0","13","0","13","0","lIlold9IQbDb0d6IdP6600DOQIDb9dOP","685","十二星座の聖域"
"東雲心菜(from ここなつ)","6","0","3","0","4","0","-1","0","-1","0","8","0","8","0","11","0","11","0","8i9llqdbQ6qP611I90lldPq1o1oQl69o","686","魔法のたまご 〜心菜 ELECTRO POP edition〜"
"Sota Fujimori","5","0","1","0","5","0","-1","0","-1","0","8","0","8","0","10","0","10","0","Oi1DI99DO6i6llQ8DDD6oDqOQqiP118d","687","DANCE ALL NIGHT (DDR EDITION)"
"U1","5","0","1","0","5","0","-1","0","-1","0","9","0","9","0","13","0","13","0","8OIqIi996QI18Oo0q8iiiO8bbb6dI1l6","688","HANDS UP IN THE AIR"
"Captain KING","5","0","2","0","5","0","-1","0","-1","0","10","0","10","0","14","0","13","0","qq8qDqqPQdP0loDI6DDO9d6dQ601iOID","689","siberite"
"CLUB SPICE","6","0","2","0","6","0","-1","0","-1","0","9","0","9","0","12","0","12","0","8OPDQ1oQIOPdqqD18oo0lQ8OQOIbbDoP","690","Yeah! Yeah!"
"HHH×MM×ST","6","0","3","0","6","0","14","0","13","0","10","0","8","0","12","0","11","0","I96dOqqqQIi9oiqbqDPbQ8I8PQbqOb1o","691","朧"
"TAG meets “eimy”","6","0","3","0","6","0","-1","0","-1","0","9","0","9","0","11","0","11","0","qbbPQoqqqiPd98d61P0qDd0iDId6OqoQ","692","この青空の下で"
"ヒゲドライバー join. SELEN","5","0","2","0","5","0","16","0","16","0","11","0","11","0","13","0","13","0","DDDiQOd1IQQ6QIIq09PDqdQdDIll6bQI","693","打打打打打打打打打打"
"SUPER HEROINE 彩香 -AYAKA-","5","0","3","0","5","0","-1","0","-1","0","9","0","9","0","13","0","13","0","oIPb0iPd8OdDD181dQd8OI18OQDl01QO","694","ALL MY HEART -この恋に、わたしの全てを賭ける-"
"Ryu☆","5","0","2","0","5","0","-1","0","-1","0","10","0","9","0","12","0","12","0","18id0bi1Q6lbl0091iP0QoOIq9DDPo9I","695","bass 2 bass"
"SOUND HOLIC feat. Nana Takahashi","4","0","1","0","5","0","-1","0","-1","0","9","0","9","0","12","0","12","0","l6qQi9qlO8diPd18dl6DdqPid01P91iQ","696","Ha･lle･lu･jah"
"kors k","8","0","5","0","8","0","-1","0","-1","0","12","0","12","0","15","0","16","0","O6q0qIQdII9086d9q6o0D1PO06liQ9iO","697","Poochie"
"DJ YOSHITAKA","6","0","4","0","7","0","-1","0","-1","0","10","0","10","0","13","0","13","0","Dbd0o8iob1D0990DDIOIIQ6bQqdDQ6ID","698","SHION"
"Nhato","6","0","2","0","5","0","-1","0","-1","0","9","0","9","0","13","0","13","0","I1DiOI16Id0qdlqbQ6ObPlilDP1oiI98","699","Star Trail"
"Sota F.","8","0","4","0","9","0","18","0","18","0","14","0","14","0","17","0","17","0","o068b00O6QD8lo9O1i9PbQlqO6IQOidD","700","New Century"
"日向美ビタースイーツ&#9834;","6","0","3","0","6","0","-1","0","-1","0","10","0","10","0","14","0","14","0","16oDDIlP8bIODQ6Ql0881d9Qqdb19b98","701","黒髪乱れし修羅となりて〜凛 edition〜"
"幽閉サテライト(Arranged:Iceon) feat. senya","6","0","3","0","5","0","-1","0","-1","0","8","0","8","0","11","0","11","0","16IqQ680IioldO69QD61liQod0DQ8boQ","702","色は匂へど散りぬるを"
"Last Note.","5","0","3","0","5","0","-1","0","-1","0","11","0","10","0","15","0","15","0","PqOilI0ql6QDID6oo0Qb9iDo1doqQqPQ","703","放課後ストライド"
"EasyPop","5","0","2","0","5","0","-1","0","-1","0","9","0","9","0","13","0","13","0","l1bDOIlb6ddI6od0q1llI0I6blq9oP0l","704","ハッピーシンセサイザ"
"Musical Cosmology","7","0","3","0","7","0","-1","0","-1","0","9","0","10","0","12","0","13","0","P869didbP8Q69IQ0dIqo1ibOb0bb99Q1","705","宇宙(ソラ)への片道切符"
"U1 overground","6","0","2","0","5","0","-1","0","-1","0","10","0","10","0","14","0","14","0","96Qo1idlD9o8q9qIdiDl18l0O06Qo108","706","Electric Dance System Music"
"Sota F.","6","0","2","0","5","0","-1","0","-1","0","9","0","9","0","13","0","12","0","qdbDo1oP6D9ioODd1dQO0QObObidilbP","707","TECH-NOID"
"L.E.D.-G","6","0","3","0","6","0","17","0","17","0","11","0","11","0","15","0","15","0","60P9IPOdi1OIbD61D8i0D9ODoq6QOIPO","708","RISING FIRE HAWK"
"Chaos Featuring CeCe Peniston","5","0","2","0","4","0","-1","0","-1","0","9","0","9","0","11","0","11","0","00q86iQQIIiOlqi6Doqi6b9PiOodo10O","709","Believe"
"Ariana Grande feat. Zedd","6","0","3","0","6","0","-1","0","-1","0","9","0","9","0","11","0","11","0","6DP8POdO1PiP0D8il08Po6iD8oI9Pidl","710","Break Free"
"Pharrell Williams","6","0","3","0","5","0","-1","0","-1","0","8","0","9","0","13","0","12","0","9OP0iqDD8PDIb8lblD0ol09oP1I1d9PO","711","Happy"
"Montgomery Gentry","5","0","3","0","5","0","-1","0","-1","0","8","0","8","0","13","0","13","0","dll6Dq0blbl1iPbIIiQ61QIoo00doqiI","712","Hillbilly Shoes"
"Zedd feat. Selena Gomez","3","0","1","0","3","0","-1","0","-1","0","8","0","8","0","11","0","11","0","00Qbd9qoI681Q0biQOIiI08bI91i080l","713","I Want You To Know"
"Walk The Moon","5","0","2","0","5","0","-1","0","-1","0","9","0","8","0","11","0","11","0","qPi8qIqO1lQd08b01PiPlql9O1dOPDPq","714","Shut Up and Dance"
"Pitbull","5","0","2","0","5","0","-1","0","-1","0","9","0","9","0","11","0","11","0","1i8d1DodloQiQ8doOlloDIOO9PI6OIoO","715","Time Of Our Lives"
"Avicii","5","0","3","0","5","0","-1","0","-1","0","9","0","9","0","13","0","12","0","io9b89PD18ibIO8PIqb1QODliqDdqiIO","716","Wake Me Up"
"U.T.D. &amp; Friends","-1","0","1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","-1","0","08QP8bOQ6OOdd11Dq81db1l8IdiDbod6","717","Lesson by DJ"
"日向美ビタースイーツ&#9834;＆ひなちくん","5","0","2","0","5","0","-1","0","-1","0","8","0","7","0","11","0","11","0","8Q8OiP8QPbl8bqID1loQq896ldPQd99o","718","倉野川音頭"
"U1","6","0","2","0","5","0","-1","0","-1","0","8","0","7","0","11","0","9","0","6IPiID10iO699bOQlODd1PQ0liDi9i1I","719","MAKE A JAM!"
"DJ TOTTO feat.anporin","5","0","2","0","5","0","-1","0","-1","0","8","0","8","0","11","0","11","0","Q86b6I1Qi6Q918l6iOoOQl866oQoIQOi","720","ハピ恋☆らぶりぃタイム!!"
"kors k feat. Suzuyo Miyamoto","5","0","2","0","5","0","-1","0","-1","0","8","0","8","0","11","0","11","0","D9odQ60DDolq9QI9DDl98DIobdPPIil9","721","Special One"
"SHAMDEL","5","0","2","0","5","0","-1","0","-1","0","9","0","9","0","12","0","12","0","l66Io69ob00OoOiDOI9lIqlidbDoDq89","722","Towards the TOWER"
"かめりあ feat. ななひら","7","0","3","0","7","0","-1","0","-1","0","10","0","10","0","13","0","13","0","qD6P1ldl09Dqq8QP01bbid0b9IdqobPl","723","ベィスドロップ・フリークス"
"猫叉Master","6","0","3","0","6","0","-1","0","-1","0","11","0","10","0","13","0","13","0","ddOqqDI91bqqiOoll6I0i16i1P18019q","724","Dancer in the flare"
"164","7","0","3","0","6","0","-1","0","-1","0","10","0","10","0","13","0","13","0","16bl8D8lOddP9Obq0OIlOI6q8Pi1l9O0","725","天ノ弱"
"kemu feat. IA","6","0","4","0","5","0","16","0","16","0","9","0","9","0","12","0","12","0","Ol01P9IIoDIOldo8IQI0l6bd9lb9q0oo","726","六兆年と一夜物語"
"Neru","6","0","3","0","6","0","15","0","15","0","10","0","10","0","13","0","12","0","Q6b1odD8q99D190oP6ol01DolQPD0OdD","727","ロストワンの号哭"
"DJ TOTTO","7","0","3","0","7","0","18","0","18","0","12","0","12","0","15","0","15","0","6QdIl8odooDQ0oOQ0IObQqo1lO986PP6","728","Astrogazer"
"Hommarju","8","0","4","0","8","0","-1","0","-1","0","10","0","10","0","14","0","14","0","ibl00b69Oli68l96d6o1P1ob8QPillbO","729","Cytokinesis"
"Eagle","8","0","5","0","8","0","-1","0","-1","0","12","0","12","0","16","0","16","0","QOPioi8P81q9l0QiP6q06b06bdOO8b1O","730","S!ck"
"U1-ASAMi","10","0","4","0","10","0","-1","0","-1","0","14","0","13","0","16","0","16","0","1Ob1I0do8Iq6QqP6PQIiddD18dqDP9oo","731","Illegal Function Call"
"TAG","6","0","4","0","6","0","-1","0","-1","0","10","0","10","0","13","0","13","0","ooo6qID66I6191bQib1QQdlPoio6Iodl","732","STERLING SILVER"
"TAG","7","0","4","0","7","0","-1","0","-1","0","11","0","11","0","14","0","14","0","oqPii6QDdPOI6lDDQ96DOI8ill61bobd","733","STERLING SILVER (U1 overground mix)"
"ARM (IOSYS) feat. Nicole Curry","8","0","4","0","8","0","18","0","18","0","13","0","12","0","16","0","16","0","oIII9lI0q6i9Q0b18ldoI6o0PQ0qqD01","734","Come to Life"
"猫叉Master","6","0","4","0","6","0","-1","0","-1","0","10","0","10","0","13","0","12","0","9QlqQb9qO008DIPbq8DOlP60P110DPi1","735","Far east nightbird"
"猫叉Master","7","0","3","0","7","0","-1","0","-1","0","11","0","11","0","13","0","13","0","bIloQ900Iq01ql6ddP9idIb6iQ11i9D6","736","Far east nightbird kors k Remix -DDR edit ver-"
"t+pazolite","6","0","4","0","6","0","-1","0","-1","0","10","0","11","0","13","0","13","0","9Q081Q0Do0IDDqQi9O61P111QIQd0oQ6","737","Angelic Jelly"
"xi","7","0","3","0","7","0","-1","0","-1","0","11","0","11","0","13","0","13","0","Ib01P6O8OPl8qqQi9QO6dii18ID69I8P","738","Grand Chariot"
"SHIKI","5","0","3","0","6","0","-1","0","-1","0","9","0","10","0","13","0","12","0","Qbbqd9O98bl0DobQ9l6blO8iOPP8QdDd","739","Sephirot"
"削除","7","0","4","0","7","0","-1","0","-1","0","12","0","11","0","13","0","13","0","li6dD9b8dboOd9bbqli886lDl08IPQ00","740","StrayedCatz"
"TAG","7","0","3","0","7","0","-1","0","-1","0","11","0","12","0","15","0","15","0","I61ioI01IOPDPbP1OO0l98PD0iDbid0D","741","ZEPHYRANTHES"
"DJ YOSHITAKA meets dj TAKA","9","0","7","0","11","0","-1","0","-1","0","14","0","14","0","17","0","17","0","d810q0I8q6d0l1POlIO6d66bOPb96dql","742","Triple Counter"
